User_ID,Mthly_HH_Income,Mthly_HH_Expense,Emi_or_Rent_Amt,No_of_Earning_Members,Savings_Amount,Debt_to_Income_Ratio,Investment_Horizon,Risk_Tolerance,Preferred_Investment_Type,Investment_Experience,Market_Volatility_Tolerance,Short_Term_Goal,Mid_Term_Goal,Long_Term_Goal,Goal_Based_Investing
2221,14666.35,10463.4,5184.49,1,-981.54,0.45,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Education Fund,Retirement,Yes
2222,11732.57,6440.33,7234.74,4,-1942.5,0.76,Medium,Moderate,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
2223,3737.62,2047.04,616.63,4,1073.95,0.41,Medium,Moderate,Mutual Fund,Beginner,Low,Vacation,Home Renovation,Retirement,Yes
2224,6354.09,3985.89,2700.8,1,-332.6,0.09,Long,Moderate,Real Estate,Intermediate,High,Vacation,Education Fund,Long-Term Security,Yes
2225,2223.27,1812.89,46.71,2,363.68,0.06,Short,Low,Debt,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,No
2226,10437.82,10543.28,1251.2,4,-1356.65,0.01,Short,Low,Money Market,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,Yes
2227,7422.77,6053.81,1001.15,5,367.81,0.34,Medium,Low,Mutual Fund,Intermediate,High,Vacation,Home Renovation,Long-Term Security,Yes
2228,12770.43,9169.94,4732.32,1,-1131.82,0.22,Short,Low,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,No
2229,7350.28,4068.6,4102.2,4,-820.51,0.72,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
2230,7398.54,6345.67,923.94,5,128.93,0.69,Medium,Low,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
2231,15377.48,10400.17,4232.44,1,744.87,0.67,Medium,Moderate,Debt,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,No
2232,2866.57,2579.07,101.06,1,186.43,0.69,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
2233,18252.11,20719.28,493.3,1,-2960.48,0.24,Long,High,Mutual Fund,Expert,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
2234,17340.75,9925.05,3926.9,2,3488.8,0.34,Short,Low,Money Market,Beginner,Low,Emergency Fund,Education Fund,Wealth Accumulation,No
2235,14020.48,8943.41,1443.23,1,3633.85,0.25,Medium,Low,Mutual Fund,Beginner,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
2236,12677.99,10237.62,4450.89,3,-2010.53,0.07,Short,Low,Debt,Expert,Low,Vacation,Home Renovation,Wealth Accumulation,Yes
2237,18061.44,20402.19,188.3,3,-2529.05,0.74,Medium,Moderate,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
2238,5335.94,5344.89,672.77,1,-681.71,0.49,Long,Moderate,Real Estate,Expert,High,Short-Term Savings,Education Fund,Retirement,Yes
2239,3421.44,3708.33,353.75,4,-640.63,0.11,Medium,Moderate,Debt,Intermediate,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
2240,6311.18,4524.58,2780.45,3,-993.84,0.16,Short,Moderate,Money Market,Beginner,Low,Emergency Fund,Home Renovation,Retirement,Yes
2241,16302.41,18663.41,713.51,5,-3074.5,0.36,Short,Low,Bonds,Expert,Medium,Emergency Fund,Car Purchase,Long-Term Security,No
2242,2624.06,1487.43,292.65,5,843.99,0.04,Short,Low,Bonds,Beginner,Low,Vacation,Car Purchase,Wealth Accumulation,No
2243,12490.52,6675.34,6795.54,4,-980.36,0.22,Long,Moderate,Equity,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,No
2244,19917.88,21036.1,792.46,5,-1910.68,0.56,Medium,Moderate,Debt,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,Yes
2245,17402.53,19190.16,1561.51,4,-3349.14,0.74,Long,High,Equity,Intermediate,Medium,Vacation,Home Renovation,Wealth Accumulation,Yes
2246,11386.02,6363.43,5176.19,5,-153.6,0.74,Short,Low,Debt,Intermediate,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
2247,3145.54,1804.68,1546.95,1,-206.09,0.42,Medium,Moderate,Debt,Intermediate,Low,Short-Term Savings,Home Renovation,Long-Term Security,Yes
2248,16964.72,8848.18,978.68,5,7137.87,0.25,Long,Moderate,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,No
2249,12781.61,7259.06,4708.09,1,814.47,0.74,Short,Moderate,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
2250,4068.79,2588.25,1883.95,5,-403.41,0.63,Short,Low,Bonds,Beginner,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
2251,3689.43,4171.09,220.77,5,-702.42,0.47,Medium,Moderate,Debt,Beginner,High,Vacation,Car Purchase,Retirement,Yes
2252,18373.28,17162.65,139.87,5,1070.76,0.67,Long,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Education Fund,Long-Term Security,No
2253,14045.6,14130.71,2558.28,1,-2643.39,0.37,Long,High,Real Estate,Intermediate,Low,Emergency Fund,Car Purchase,Long-Term Security,Yes
2254,16927.16,17003.18,143.43,5,-219.44,0.09,Medium,Moderate,Debt,Intermediate,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
2255,17821.62,15109.13,3857.22,5,-1144.73,0.75,Medium,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,No
2256,12291.9,12517.68,1548.06,2,-1773.84,0.43,Medium,High,Mutual Fund,Intermediate,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
2257,11314.03,10038.66,379.81,1,895.57,0.56,Long,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Home Renovation,Long-Term Security,No
2258,9747.69,6866.81,231.92,3,2648.96,0.31,Short,Low,Bonds,Expert,Low,Vacation,Car Purchase,Long-Term Security,No
2259,7705.04,6662.71,2027.69,4,-985.36,0.11,Long,High,Equity,Expert,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
2260,9822.73,8317.69,1334.64,2,170.39,0.22,Medium,Moderate,Debt,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,Yes
2261,15929.83,16491.27,281.12,5,-842.56,0.03,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
2262,12834.62,14607.37,605.69,3,-2378.44,0.07,Long,High,Mutual Fund,Beginner,High,Vacation,Education Fund,Retirement,No
2263,18065.42,13859.39,6639.71,3,-2433.67,0.16,Long,High,Real Estate,Expert,High,Vacation,Home Renovation,Wealth Accumulation,Yes
2264,9980.84,9942.95,1194.78,5,-1156.89,0.45,Long,High,Mutual Fund,Intermediate,Medium,Emergency Fund,Education Fund,Wealth Accumulation,No
2265,12927.61,7302.11,1323.92,5,4301.58,0.79,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,No
2266,13363.54,13429.56,39.68,2,-105.7,0.67,Long,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Long-Term Security,No
2267,12650.55,9379.38,4065.55,1,-794.38,0.07,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Retirement,No
2268,14647.41,7698.73,5434.37,2,1514.31,0.67,Long,High,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Retirement,Yes
2269,6273.8,4618.21,1894.05,1,-238.46,0.43,Short,Low,Debt,Intermediate,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
2270,11222.55,10065.7,2765.93,3,-1609.08,0.53,Long,High,Equity,Intermediate,High,Emergency Fund,Education Fund,Retirement,No
2271,3876.05,2238.47,1047.7,4,589.88,0.1,Long,Moderate,Equity,Intermediate,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
2272,8921.2,9818.88,110.39,5,-1008.06,0.32,Long,Moderate,Equity,Expert,High,Vacation,Home Renovation,Retirement,Yes
2273,10778.01,5933.15,6580.31,2,-1735.46,0.71,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,No
2274,13740.04,15175.93,715.45,3,-2151.34,0.34,Short,Moderate,Bonds,Intermediate,Low,Vacation,Home Renovation,Retirement,Yes
2275,19109.56,18338.29,2826.16,2,-2054.89,0.1,Short,Low,Bonds,Intermediate,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
2276,12811.72,9151.58,5808.14,1,-2148.0,0.25,Short,Moderate,Bonds,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,No
2277,15384.69,11599.87,6392.3,5,-2607.48,0.18,Medium,Moderate,Debt,Intermediate,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
2278,11112.79,10907.49,1388.96,1,-1183.67,0.55,Medium,Moderate,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Retirement,Yes
2279,13413.87,11951.17,1233.74,1,228.96,0.73,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
2280,3276.78,3068.93,860.72,1,-652.86,0.59,Medium,High,Debt,Intermediate,Medium,Emergency Fund,Home Renovation,Retirement,Yes
2281,6579.05,4953.74,2002.36,3,-377.06,0.67,Long,High,Real Estate,Expert,High,Short-Term Savings,Home Renovation,Long-Term Security,No
2282,8513.36,6956.08,1331.48,5,225.79,0.64,Short,Low,Money Market,Beginner,Low,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
2283,10504.88,12011.43,332.78,4,-1839.33,0.01,Short,Moderate,Bonds,Expert,Medium,Vacation,Home Renovation,Long-Term Security,Yes
2284,2821.68,1803.19,658.19,2,360.29,0.1,Short,Moderate,Bonds,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
2285,4520.43,3488.0,1720.22,1,-687.79,0.34,Long,High,Equity,Beginner,High,Vacation,Car Purchase,Long-Term Security,No
2286,6982.66,4815.83,1719.32,5,447.51,0.09,Short,Low,Debt,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
2287,19487.59,19435.41,3252.69,2,-3200.51,0.59,Short,Low,Debt,Beginner,Low,Vacation,Home Renovation,Retirement,Yes
2288,7964.25,7937.23,1360.97,5,-1333.96,0.06,Medium,Moderate,Debt,Beginner,Medium,Emergency Fund,Car Purchase,Retirement,No
2289,10676.74,7367.91,4487.81,2,-1178.98,0.33,Long,Moderate,Mutual Fund,Intermediate,High,Vacation,Education Fund,Retirement,Yes
2290,5529.76,3057.42,2584.2,5,-111.86,0.31,Medium,Moderate,Equity,Beginner,High,Vacation,Education Fund,Long-Term Security,Yes
2291,12994.04,6593.58,7693.27,4,-1292.81,0.43,Medium,Moderate,Debt,Intermediate,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
2292,7052.3,5485.58,1152.85,5,413.87,0.5,Long,High,Equity,Intermediate,High,Emergency Fund,Car Purchase,Wealth Accumulation,No
2293,5725.87,4390.13,284.47,5,1051.26,0.76,Long,High,Real Estate,Beginner,High,Short-Term Savings,Education Fund,Wealth Accumulation,No
2294,11298.31,12907.79,547.75,1,-2157.23,0.22,Medium,High,Mutual Fund,Beginner,High,Short-Term Savings,Home Renovation,Retirement,Yes
2295,2099.1,1690.56,412.67,1,-4.12,0.53,Medium,Low,Debt,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
2296,2137.95,1425.31,145.24,1,567.4,0.03,Short,High,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
2297,5943.24,6414.53,82.72,5,-554.01,0.0,Long,Moderate,Equity,Intermediate,Low,Vacation,Car Purchase,Long-Term Security,Yes
2298,2660.98,2179.86,161.36,4,319.76,0.02,Short,Low,Debt,Beginner,Low,Emergency Fund,Car Purchase,Retirement,Yes
2299,3944.46,3508.46,919.87,2,-483.86,0.36,Long,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
2300,8099.49,4553.41,3672.27,1,-126.19,0.44,Long,Low,Equity,Beginner,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
2301,16446.54,12316.74,1512.15,3,2617.65,0.0,Long,Low,Real Estate,Intermediate,Medium,Vacation,Home Renovation,Retirement,Yes
2302,12296.88,13695.59,898.3,5,-2297.01,0.32,Long,Moderate,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,Yes
2303,11228.02,9916.35,1000.64,4,311.03,0.03,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
2304,7282.8,5272.21,2749.4,4,-738.81,0.52,Medium,Moderate,Equity,Intermediate,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
2305,18771.57,17019.87,2691.37,1,-939.68,0.5,Long,High,Real Estate,Intermediate,Medium,Vacation,Car Purchase,Wealth Accumulation,No
2306,9146.27,9985.6,724.18,1,-1563.51,0.63,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Retirement,Yes
2307,3567.67,2419.22,710.14,3,438.32,0.44,Long,Moderate,Equity,Intermediate,Low,Emergency Fund,Car Purchase,Retirement,No
2308,13107.2,10857.03,1691.13,3,559.03,0.5,Medium,High,Mutual Fund,Beginner,Low,Vacation,Car Purchase,Long-Term Security,Yes
2309,4049.09,4547.73,261.81,1,-760.45,0.22,Medium,Low,Debt,Beginner,High,Short-Term Savings,Home Renovation,Wealth Accumulation,No
2310,8214.02,5027.45,170.49,2,3016.08,0.07,Medium,High,Debt,Intermediate,Medium,Short-Term Savings,Education Fund,Retirement,No
2311,11133.41,10774.71,2520.07,1,-2161.37,0.59,Medium,Moderate,Debt,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
2312,17736.01,15951.99,3455.59,1,-1671.57,0.49,Long,Moderate,Equity,Expert,High,Vacation,Car Purchase,Long-Term Security,Yes
2313,10883.84,10250.28,1215.42,4,-581.86,0.75,Medium,Low,Debt,Intermediate,Medium,Emergency Fund,Car Purchase,Retirement,No
2314,14640.66,10662.69,4337.41,1,-359.44,0.79,Medium,Moderate,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
2315,19870.7,13989.4,1209.67,1,4671.63,0.68,Long,Low,Equity,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,No
2316,4366.8,4125.48,573.01,1,-331.68,0.79,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Education Fund,Wealth Accumulation,Yes
2317,6945.17,4445.62,3830.62,2,-1331.08,0.52,Long,High,Mutual Fund,Expert,High,Emergency Fund,Home Renovation,Retirement,No
2318,9102.37,7034.09,914.91,4,1153.38,0.07,Short,High,Debt,Beginner,Medium,Vacation,Education Fund,Retirement,No
2319,9592.91,5969.8,4002.64,5,-379.53,0.07,Short,Moderate,Debt,Beginner,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
2320,9398.38,4749.92,2839.55,5,1808.91,0.65,Short,Low,Money Market,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
2321,18337.0,20730.66,831.06,5,-3224.72,0.19,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
2322,14852.59,11594.03,1276.26,5,1982.3,0.05,Short,Low,Money Market,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,No
2323,12942.29,14625.79,425.75,4,-2109.25,0.38,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Education Fund,Retirement,Yes
2324,7568.71,4474.7,4516.02,1,-1422.01,0.25,Medium,Moderate,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
2325,16828.23,14838.94,1045.75,5,943.54,0.47,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Education Fund,Retirement,Yes
2326,19191.09,12102.54,6954.29,1,134.26,0.48,Short,Low,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
2327,16781.57,17008.93,1801.02,5,-2028.38,0.55,Short,Moderate,Bonds,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,No
2328,2028.17,2047.25,218.42,2,-237.5,0.46,Long,High,Real Estate,Beginner,High,Vacation,Education Fund,Retirement,No
2329,13455.22,7712.46,5187.83,1,554.93,0.3,Medium,Low,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Long-Term Security,No
2330,2920.44,3191.58,157.17,4,-428.31,0.02,Medium,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Home Renovation,Retirement,No
2331,6636.93,4158.1,64.44,2,2414.39,0.72,Long,Moderate,Equity,Intermediate,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
2332,3071.44,2759.49,833.71,2,-521.75,0.26,Long,High,Mutual Fund,Beginner,High,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
2333,12868.32,14678.4,631.47,4,-2441.55,0.41,Short,Low,Debt,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,No
2334,14358.62,15414.81,316.21,2,-1372.4,0.45,Long,High,Real Estate,Expert,High,Emergency Fund,Car Purchase,Long-Term Security,No
2335,4060.78,4555.24,131.29,1,-625.76,0.25,Long,High,Equity,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
2336,8909.1,6438.51,3276.69,3,-806.1,0.25,Short,Low,Money Market,Intermediate,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
2337,10212.26,5806.94,6319.22,3,-1913.9,0.21,Short,Low,Bonds,Beginner,Low,Vacation,Education Fund,Retirement,No
2338,8642.95,5379.59,4748.03,5,-1484.67,0.19,Long,High,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Retirement,Yes
2339,4178.45,3448.57,1408.01,5,-678.13,0.02,Medium,High,Equity,Expert,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,No
2340,9541.06,9689.89,278.64,1,-427.47,0.77,Long,High,Equity,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
2341,15521.2,9275.47,8550.32,4,-2304.59,0.48,Medium,High,Mutual Fund,Expert,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
2342,3278.14,3044.82,780.89,1,-547.57,0.09,Long,High,Equity,Intermediate,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
2343,3443.24,2445.82,635.56,5,361.86,0.47,Long,Low,Mutual Fund,Expert,High,Vacation,Car Purchase,Wealth Accumulation,No
2344,8385.88,6052.77,1582.15,2,750.96,0.19,Medium,Moderate,Debt,Beginner,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
2345,18951.06,17629.16,2351.11,1,-1029.2,0.25,Short,Moderate,Debt,Beginner,High,Emergency Fund,Car Purchase,Wealth Accumulation,No
2346,14034.31,11277.26,3650.9,1,-893.85,0.64,Medium,Moderate,Debt,Beginner,Medium,Vacation,Education Fund,Retirement,Yes
2347,14216.06,14611.57,638.45,4,-1033.96,0.71,Short,Low,Debt,Beginner,High,Short-Term Savings,Car Purchase,Long-Term Security,No
2348,8514.56,5120.21,116.97,5,3277.38,0.56,Long,High,Real Estate,Intermediate,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
2349,12685.89,12856.73,334.2,1,-505.03,0.75,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
2350,2182.36,1182.3,632.24,2,367.82,0.72,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Long-Term Security,No
2351,13449.73,8421.35,2176.59,2,2851.79,0.44,Short,Moderate,Money Market,Expert,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
2352,18439.17,17083.84,3855.58,3,-2500.25,0.73,Medium,Moderate,Equity,Intermediate,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
2353,13026.32,13751.91,200.54,5,-926.13,0.44,Long,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Home Renovation,Long-Term Security,Yes
2354,17726.57,11774.73,8713.31,2,-2761.47,0.08,Short,High,Money Market,Beginner,Low,Vacation,Home Renovation,Long-Term Security,No
2355,15031.51,10712.58,6558.49,4,-2239.55,0.66,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Long-Term Security,Yes
2356,4170.05,3540.91,1329.65,5,-700.51,0.1,Short,Low,Debt,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,No
2357,18244.16,11631.06,7589.83,2,-976.73,0.25,Medium,Moderate,Mutual Fund,Beginner,Low,Vacation,Education Fund,Retirement,No
2358,3195.99,3283.08,59.07,1,-146.17,0.3,Short,High,Bonds,Intermediate,Low,Emergency Fund,Education Fund,Wealth Accumulation,No
2359,11611.41,11644.67,1002.91,5,-1036.16,0.65,Short,Low,Money Market,Beginner,High,Short-Term Savings,Car Purchase,Long-Term Security,Yes
2360,4558.47,2709.73,362.74,2,1486.0,0.07,Long,High,Mutual Fund,Beginner,High,Vacation,Car Purchase,Wealth Accumulation,Yes
2361,2210.72,1771.87,870.16,1,-431.31,0.36,Long,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Retirement,No
2362,9596.62,9631.53,627.58,3,-662.49,0.35,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
2363,7310.73,5258.35,2057.16,5,-4.78,0.47,Short,Low,Debt,Intermediate,Low,Emergency Fund,Education Fund,Long-Term Security,No
2364,10748.01,9797.02,2416.58,5,-1465.59,0.28,Medium,Moderate,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Retirement,Yes
2365,12389.6,6599.18,7611.97,2,-1821.55,0.46,Short,Low,Debt,Beginner,High,Vacation,Car Purchase,Retirement,No
2366,2787.3,2496.44,640.95,3,-350.09,0.79,Medium,Low,Equity,Intermediate,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
2367,4214.06,2525.17,1707.64,4,-18.75,0.06,Short,Low,Money Market,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
2368,12055.56,12536.33,899.51,2,-1380.27,0.7,Medium,High,Debt,Expert,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
2369,8177.01,5977.74,2321.51,2,-122.24,0.25,Short,Low,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
2370,15125.12,10330.61,736.32,4,4058.2,0.37,Long,High,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
2371,13741.25,14381.29,1863.5,4,-2503.53,0.59,Long,High,Equity,Intermediate,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
2372,17220.88,9171.73,6249.81,4,1799.34,0.73,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Retirement,No
2373,14464.87,10961.42,256.72,4,3246.73,0.01,Medium,High,Equity,Beginner,High,Emergency Fund,Education Fund,Wealth Accumulation,No
2374,9738.76,7211.57,4116.5,4,-1589.32,0.53,Short,Moderate,Debt,Expert,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
2375,14113.4,9669.38,3555.61,1,888.41,0.06,Long,Moderate,Equity,Intermediate,High,Vacation,Education Fund,Wealth Accumulation,No
2376,6956.86,7601.35,648.74,1,-1293.22,0.42,Long,High,Equity,Expert,High,Vacation,Home Renovation,Retirement,No
2377,7513.64,7424.26,1364.26,4,-1274.88,0.6,Medium,Moderate,Equity,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
2378,16201.73,8774.05,8702.46,3,-1274.78,0.14,Long,Moderate,Mutual Fund,Beginner,High,Vacation,Home Renovation,Long-Term Security,Yes
2379,10035.55,9679.76,145.09,3,210.7,0.61,Long,Low,Equity,Intermediate,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
2380,16370.85,13796.44,1444.99,4,1129.42,0.25,Short,Low,Money Market,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
2381,16803.6,18241.39,1683.62,1,-3121.41,0.49,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Long-Term Security,No
